Origen,Destino,Empresa,Tarifa,Tipo de Servicio
LUQUE,POZO DEL MOLLE,El Porvenir SRL,10741.871390751972,REGULAR
VILLA DEL ROSARIO,CALCHIN OESTE,El Porvenir SRL,7458.5649599351555,REGULAR
VILLA DEL ROSARIO,CARRILOBO,El Porvenir SRL,10626.532757350911,REGULAR
VILLA DEL ROSARIO,POZO DEL MOLLE,El Porvenir SRL,13679.16192136561,REGULAR
VILLA ESQUIU,EL QUEBRACHAL,EL QUEBRACHAL S.R.L.,1797.9531606340902,REGULAR
CORDOBA,EL QUEBRACHAL,EL QUEBRACHAL S.R.L.,2505.3445680966834,REGULAR
CORDOBA,VILLA ESQUIU,EL QUEBRACHAL S.R.L.,2063.2249384325623,REGULAR
SEBASTIAN ELCANO,CORDOBA,EL TATÚ CARRETERO SRL,18204.369878199075,REGULAR
SEBASTIAN ELCANO,JESUS MARIA,EL TATÚ CARRETERO SRL,13699.24803965486,REGULAR
SAN JOSE DE LA DORMIDA,CORDOBA,EL TATÚ CARRETERO SRL,10849.068917310558,REGULAR
SEBASTIAN ELCANO,SAN JOSE DE LA DORMIDA,EL TATÚ CARRETERO SRL,7447.24222289962,REG-DIFERENCIAL
SAN JOSE DE LA DORMIDA,JESUS MARIA,EL TATÚ CARRETERO SRL,6619.770864799662,REGULAR
LAS ARRIAS,SAN JOSE DE LA DORMIDA,EL TATÚ CARRETERO SRL,5884.240768710812,REG-DIFERENCIAL
JESUS MARIA,CORDOBA,EL TATÚ CARRETERO SRL,4689.004362566427,REGULAR
EL VENCE,SAN JOSE DE LA DORMIDA,EL TATÚ CARRETERO SRL,3861.53300446647,REG-DIFERENCIAL
LAS ARRIAS,EL VENCE,EL TATÚ CARRETERO SRL,3861.53300446647,REG-DIFERENCIAL
LAS ARRIAS,EL BAÑADO,EL TATÚ CARRETERO SRL,3585.7092184331514,REG-DIFERENCIAL
EL BAÑADO,SAN JOSE DE LA DORMIDA,EL TATÚ CARRETERO SRL,3034.0616463665124,REG-DIFERENCIAL
EL VENCE,EL BAÑADO,EL TATÚ CARRETERO SRL,1930.766502233235,REGULAR
ARROYITO,SAN FRANCISCO,EL TURISTA S.R.L.,10946.22069216974,REGULAR
CORDOBA,ARROYITO,EL TURISTA S.R.L.,13622.138501012127,REGULAR
CORDOBA,SAN FRANCISCO,EL TURISTA S.R.L.,24325.08694761236,REGULAR
KILOMETRO 18 RUTA E53,JESUS MARIA (ASC),EMPRENDIMIENTOS SRL,9159.643919783566,REGULAR COMUN
KILOMETRO 18 RUTA E53,LA PORTEÑA,EMPRENDIMIENTOS SRL,8426.87240620088,REGULAR COMUN
KILOMETRO 18 RUTA E53,LA PAMPA,EMPRENDIMIENTOS SRL,7694.100892618196,REGULAR COMUN
KILOMETRO 18 RUTA E53,LA PAZ,EMPRENDIMIENTOS SRL,7694.100892618196,REGULAR COMUN
KILOMETRO 18 RUTA E53,JESUS MARIA (ASC),EMPRENDIMIENTOS SRL,9892.415433366252,REGULAR COMUN
KILOMETRO 18 RUTA E53,LA PORTEÑA,EMPRENDIMIENTOS SRL,8793.258162992222,REGULAR COMUN
KILOMETRO 18 RUTA E53,LA PAMPA,EMPRENDIMIENTOS SRL,7816.22947821531,REGULAR COMUN
KILOMETRO 18 RUTA E53,LA PAZ,EMPRENDIMIENTOS SRL,7816.22947821531,REGULAR COMUN
AGUA DE ORO,ASCOCHINGA ,EMPRENDIMIENTOS SRL,2808.9574687336267,REGULAR COMUN
AGUA DE ORO,JESUS MARIA,EMPRENDIMIENTOS SRL,5251.529180675913,REGULAR COMUN
AGUA DE ORO,LA GRANJA,EMPRENDIMIENTOS SRL,2564.7002975393984,REGULAR COMUN
AGUA DE ORO,LA PAZ,EMPRENDIMIENTOS SRL,3991.650691656082,REGULAR COMUN
AGUA DE ORO,LA PORTEÑA,EMPRENDIMIENTOS SRL,4704.515245786436,REGULAR COMUN
AGUA DE ORO,LAS VERTIENTES,EMPRENDIMIENTOS SRL,1831.928783956713,REGULAR COMUN
AGUA DE ORO,VILLA ANI MI ,EMPRENDIMIENTOS SRL,1831.928783956713,REGULAR COMUN
ASCOCHINGA ,JESUS MARIA,EMPRENDIMIENTOS SRL,2808.9574687336267,REGULAR COMUN
ASCOCHINGA ,LA PAZ,EMPRENDIMIENTOS SRL,1831.928783956713,REGULAR COMUN
ASCOCHINGA ,LA PORTEÑA,EMPRENDIMIENTOS SRL,2280.9955931973022,REGULAR COMUN
LA GRANJA,ASCOCHINGA ,EMPRENDIMIENTOS SRL,1831.928783956713,REGULAR COMUN
LA GRANJA,JESUS MARIA,EMPRENDIMIENTOS SRL,3297.471811122083,REGULAR COMUN
LA GRANJA,LA PAZ,EMPRENDIMIENTOS SRL,2280.9955931973022,REGULAR COMUN
LA GRANJA,LA PORTEÑA,EMPRENDIMIENTOS SRL,2808.9574687336267,REGULAR COMUN
LA PAZ,JESUS MARIA,EMPRENDIMIENTOS SRL,2280.9955931973022,REGULAR COMUN
LA PAZ,LA PORTEÑA,EMPRENDIMIENTOS SRL,1831.928783956713,REGULAR COMUN
LA PORTEÑA,JESUS MARIA,EMPRENDIMIENTOS SRL,1831.928783956713,REGULAR COMUN
LAS VERTIENTES,ASCOCHINGA ,EMPRENDIMIENTOS SRL,2808.9574687336267,REGULAR COMUN
LAS VERTIENTES,JESUS MARIA,EMPRENDIMIENTOS SRL,5129.400595078797,REGULAR COMUN
LAS VERTIENTES,LA GRANJA,EMPRENDIMIENTOS SRL,1831.928783956713,REGULAR COMUN
LAS VERTIENTES,LA PAZ,EMPRENDIMIENTOS SRL,3297.471811122083,REGULAR COMUN
LAS VERTIENTES,LA PORTEÑA,EMPRENDIMIENTOS SRL,3991.650691656082,REGULAR COMUN
LAS VERTIENTES,VILLA ANI MI ,EMPRENDIMIENTOS SRL,1831.928783956713,REGULAR COMUN
VILLA ANI MI ,ASCOCHINGA ,EMPRENDIMIENTOS SRL,2280.9955931973022,REGULAR COMUN
VILLA ANI MI ,JESUS MARIA,EMPRENDIMIENTOS SRL,3297.471811122083,REGULAR COMUN
VILLA ANI MI ,LA GRANJA,EMPRENDIMIENTOS SRL,1831.928783956713,REGULAR COMUN
VILLA ANI MI ,LA PAZ,EMPRENDIMIENTOS SRL,2993.738018742061,REGULAR COMUN
VILLA ANI MI ,LA PORTEÑA,EMPRENDIMIENTOS SRL,2993.738018742061,REGULAR COMUN
AGUA DE ORO,ASCOCHINGA ,EMPRENDIMIENTOS SRL,2808.9574687336267,REGULAR COMUN
AGUA DE ORO,JESUS MARIA (ASC),EMPRENDIMIENTOS SRL,5251.529180675913,REGULAR COMUN
AGUA DE ORO,LA GRANJA,EMPRENDIMIENTOS SRL,2564.7002975393984,REGULAR COMUN
AGUA DE ORO,LA PAMPA,EMPRENDIMIENTOS SRL,3991.650691656082,REGULAR COMUN
AGUA DE ORO,LA PAZ,EMPRENDIMIENTOS SRL,3991.650691656082,REGULAR COMUN
AGUA DE ORO,LA PORTEÑA,EMPRENDIMIENTOS SRL,4704.515245786436,REGULAR COMUN
AGUA DE ORO,LAS VERTIENTES,EMPRENDIMIENTOS SRL,1831.928783956713,REGULAR COMUN
AGUA DE ORO,VILLA ANI MI ,EMPRENDIMIENTOS SRL,1831.928783956713,REGULAR COMUN
ASCOCHINGA ,JESUS MARIA (ASC),EMPRENDIMIENTOS SRL,2808.9574687336267,REGULAR COMUN
ASCOCHINGA ,LA PAMPA,EMPRENDIMIENTOS SRL,1831.928783956713,REGULAR COMUN
ASCOCHINGA ,LA PAZ,EMPRENDIMIENTOS SRL,1831.928783956713,REGULAR COMUN
ASCOCHINGA ,LA PORTEÑA,EMPRENDIMIENTOS SRL,2280.9955931973022,REGULAR COMUN
CORDOBA,AGUA DE ORO,EMPRENDIMIENTOS SRL,6717.072207841282,REGULAR COMUN
CORDOBA,ASCOCHINGA ,EMPRENDIMIENTOS SRL,8793.258162992222,REGULAR COMUN
CORDOBA,EL MANZANO,EMPRENDIMIENTOS SRL,5984.300694258597,REGULAR COMUN
CORDOBA,EL PUEBLITO,EMPRENDIMIENTOS SRL,5251.529180675913,REGULAR COMUN
CORDOBA,JESUS MARIA (ASC),EMPRENDIMIENTOS SRL,11724.344217322969,REGULAR COMUN
CORDOBA,KILOMETRO 14 RUTA E53 ,EMPRENDIMIENTOS SRL,2280.9955931973022,REGULAR COMUN
CORDOBA,KILOMETRO 18 RUTA E53,EMPRENDIMIENTOS SRL,2808.9574687336267,REGULAR COMUN
CORDOBA,KILOMETRO 22 RUTA E53,EMPRENDIMIENTOS SRL,2808.9574687336267,REGULAR COMUN
CORDOBA,LA GRANJA,EMPRENDIMIENTOS SRL,7694.100892618196,REGULAR COMUN
CORDOBA,LA PAMPA,EMPRENDIMIENTOS SRL,10380.929775754706,REGULAR COMUN
CORDOBA,LA PAZ,EMPRENDIMIENTOS SRL,10380.929775754706,REGULAR COMUN
CORDOBA,LA PORTEÑA,EMPRENDIMIENTOS SRL,10380.929775754706,REGULAR COMUN
CORDOBA,LAS VERTIENTES,EMPRENDIMIENTOS SRL,7449.843721423969,REGULAR COMUN
CORDOBA,RIO CEBALLOS,EMPRENDIMIENTOS SRL,3663.857567913426,REGULAR COMUN
CORDOBA,SALSIPUEDES,EMPRENDIMIENTOS SRL,5251.529180675913,REGULAR COMUN
CORDOBA,SAN MIGUEL,EMPRENDIMIENTOS SRL,3663.857567913426,REGULAR COMUN
CORDOBA,VILLA ANI MI ,EMPRENDIMIENTOS SRL,7694.100892618196,REGULAR COMUN
EL MANZANO,AGUA DE ORO,EMPRENDIMIENTOS SRL,1831.928783956713,REGULAR COMUN
EL MANZANO,ASCOCHINGA ,EMPRENDIMIENTOS SRL,3297.471811122083,REGULAR COMUN
EL MANZANO,JESUS MARIA (ASC),EMPRENDIMIENTOS SRL,5984.300694258597,REGULAR COMUN
EL MANZANO,LA GRANJA,EMPRENDIMIENTOS SRL,2808.9574687336267,REGULAR COMUN
EL MANZANO,LA PAMPA,EMPRENDIMIENTOS SRL,4704.515245786436,REGULAR COMUN
EL MANZANO,LA PAZ,EMPRENDIMIENTOS SRL,4704.515245786436,REGULAR COMUN
EL MANZANO,LA PORTEÑA,EMPRENDIMIENTOS SRL,5129.400595078797,REGULAR COMUN
EL MANZANO,LAS VERTIENTES,EMPRENDIMIENTOS SRL,1831.928783956713,REGULAR COMUN
EL MANZANO,VILLA ANI MI ,EMPRENDIMIENTOS SRL,2564.7002975393984,REGULAR COMUN
EL PUEBLITO,AGUA DE ORO,EMPRENDIMIENTOS SRL,2280.9955931973022,REGULAR COMUN
EL PUEBLITO,ASCOCHINGA ,EMPRENDIMIENTOS SRL,4274.500495898998,REGULAR COMUN
EL PUEBLITO,EL MANZANO,EMPRENDIMIENTOS SRL,2280.9955931973022,REGULAR COMUN
EL PUEBLITO,JESUS MARIA (ASC),EMPRENDIMIENTOS SRL,6717.072207841282,REGULAR COMUN
EL PUEBLITO,LA GRANJA,EMPRENDIMIENTOS SRL,3297.471811122083,REGULAR COMUN
EL PUEBLITO,LA PAMPA,EMPRENDIMIENTOS SRL,5129.400595078797,REGULAR COMUN
EL PUEBLITO,LA PAZ,EMPRENDIMIENTOS SRL,5129.400595078797,REGULAR COMUN
EL PUEBLITO,LA PORTEÑA,EMPRENDIMIENTOS SRL,5251.529180675913,REGULAR COMUN
EL PUEBLITO,LAS VERTIENTES,EMPRENDIMIENTOS SRL,2564.7002975393984,REGULAR COMUN
EL PUEBLITO,VILLA ANI MI ,EMPRENDIMIENTOS SRL,3297.471811122083,REGULAR COMUN
KILOMETRO 14 RUTA E53,JESUS MARIA (ASC),EMPRENDIMIENTOS SRL,10380.929775754706,REGULAR COMUN
KILOMETRO 14 RUTA E53,LA PAMPA,EMPRENDIMIENTOS SRL,8793.258162992222,REGULAR COMUN
KILOMETRO 14 RUTA E53,LA PAZ,EMPRENDIMIENTOS SRL,8793.258162992222,REGULAR COMUN
KILOMETRO 14 RUTA E53,LA PORTEÑA,EMPRENDIMIENTOS SRL,9159.643919783566,REGULAR COMUN
KILOMETRO 14 RUTA E53 ,AGUA DE ORO,EMPRENDIMIENTOS SRL,5251.529180675913,REGULAR COMUN
KILOMETRO 14 RUTA E53 ,ASCOCHINGA ,EMPRENDIMIENTOS SRL,7694.100892618196,REGULAR COMUN
KILOMETRO 14 RUTA E53 ,EL MANZANO,EMPRENDIMIENTOS SRL,5129.400595078797,REGULAR COMUN
KILOMETRO 14 RUTA E53 ,EL PUEBLITO,EMPRENDIMIENTOS SRL,3663.857567913426,REGULAR COMUN
KILOMETRO 14 RUTA E53 ,KILOMETRO 18 RUTA E53,EMPRENDIMIENTOS SRL,1831.928783956713,REGULAR COMUN
KILOMETRO 14 RUTA E53 ,KILOMETRO 22 RUTA E53,EMPRENDIMIENTOS SRL,1831.928783956713,REGULAR COMUN
KILOMETRO 14 RUTA E53 ,LA GRANJA,EMPRENDIMIENTOS SRL,6717.072207841282,REGULAR COMUN
KILOMETRO 14 RUTA E53 ,LAS VERTIENTES,EMPRENDIMIENTOS SRL,5559.903859308624,REGULAR COMUN
KILOMETRO 14 RUTA E53 ,RIO CEBALLOS,EMPRENDIMIENTOS SRL,2808.9574687336267,REGULAR COMUN
KILOMETRO 14 RUTA E53 ,SALSIPUEDES,EMPRENDIMIENTOS SRL,3663.857567913426,REGULAR COMUN
KILOMETRO 14 RUTA E53 ,SAN MIGUEL,EMPRENDIMIENTOS SRL,2808.9574687336267,REGULAR COMUN
KILOMETRO 14 RUTA E53 ,VILLA ANI MI ,EMPRENDIMIENTOS SRL,6717.072207841282,REGULAR COMUN
KILOMETRO 18 RUTA E53,AGUA DE ORO,EMPRENDIMIENTOS SRL,5129.400595078797,REGULAR COMUN
KILOMETRO 18 RUTA E53,ASCOCHINGA ,EMPRENDIMIENTOS SRL,7083.457964632625,REGULAR COMUN
KILOMETRO 18 RUTA E53,EL MANZANO,EMPRENDIMIENTOS SRL,4704.515245786436,REGULAR COMUN
KILOMETRO 18 RUTA E53,EL PUEBLITO,EMPRENDIMIENTOS SRL,3297.471811122083,REGULAR COMUN
KILOMETRO 18 RUTA E53,KILOMETRO 22 RUTA E53,EMPRENDIMIENTOS SRL,1831.928783956713,REGULAR COMUN
KILOMETRO 18 RUTA E53,LA GRANJA,EMPRENDIMIENTOS SRL,6717.072207841282,REGULAR COMUN
KILOMETRO 18 RUTA E53,LAS VERTIENTES,EMPRENDIMIENTOS SRL,5251.529180675913,REGULAR COMUN
KILOMETRO 18 RUTA E53,RIO CEBALLOS,EMPRENDIMIENTOS SRL,2280.9955931973022,REGULAR COMUN
KILOMETRO 18 RUTA E53,SALSIPUEDES,EMPRENDIMIENTOS SRL,3297.471811122083,REGULAR COMUN
KILOMETRO 18 RUTA E53,SAN MIGUEL,EMPRENDIMIENTOS SRL,2280.9955931973022,REGULAR COMUN
KILOMETRO 18 RUTA E53,VILLA ANI MI ,EMPRENDIMIENTOS SRL,5559.903859308624,REGULAR COMUN
KILOMETRO 22 RUTA E53,AGUA DE ORO,EMPRENDIMIENTOS SRL,4274.500495898998,REGULAR COMUN
KILOMETRO 22 RUTA E53,ASCOCHINGA ,EMPRENDIMIENTOS SRL,6717.072207841282,REGULAR COMUN
KILOMETRO 22 RUTA E53,EL MANZANO,EMPRENDIMIENTOS SRL,4274.500495898998,REGULAR COMUN
KILOMETRO 22 RUTA E53,EL PUEBLITO,EMPRENDIMIENTOS SRL,2808.9574687336267,REGULAR COMUN
KILOMETRO 22 RUTA E53,LA GRANJA,EMPRENDIMIENTOS SRL,5984.300694258597,REGULAR COMUN
KILOMETRO 22 RUTA E53,LAS VERTIENTES,EMPRENDIMIENTOS SRL,4704.515245786436,REGULAR COMUN
KILOMETRO 22 RUTA E53,RIO CEBALLOS,EMPRENDIMIENTOS SRL,1831.928783956713,REGULAR COMUN
KILOMETRO 22 RUTA E53,SALSIPUEDES,EMPRENDIMIENTOS SRL,2808.9574687336267,REGULAR COMUN
KILOMETRO 22 RUTA E53,SAN MIGUEL,EMPRENDIMIENTOS SRL,1831.928783956713,REGULAR COMUN
KILOMETRO 22 RUTA E53,VILLA ANI MI ,EMPRENDIMIENTOS SRL,5129.400595078797,REGULAR COMUN
LA GRANJA,ASCOCHINGA ,EMPRENDIMIENTOS SRL,1831.928783956713,REGULAR COMUN
LA GRANJA,JESUS MARIA (ASC),EMPRENDIMIENTOS SRL,3297.471811122083,REGULAR COMUN
LA GRANJA,LA PAMPA,EMPRENDIMIENTOS SRL,2280.9955931973022,REGULAR COMUN
LA GRANJA,LA PAZ,EMPRENDIMIENTOS SRL,2280.9955931973022,REGULAR COMUN
LA GRANJA,LA PORTEÑA,EMPRENDIMIENTOS SRL,2808.9574687336267,REGULAR COMUN
LA PAMPA,JESUS MARIA (ASC),EMPRENDIMIENTOS SRL,2808.9574687336267,REGULAR COMUN
LA PAMPA,LA PAZ,EMPRENDIMIENTOS SRL,1831.928783956713,REGULAR COMUN
LA PAMPA,LA PORTEÑA,EMPRENDIMIENTOS SRL,2280.9955931973022,REGULAR COMUN
LA PAZ,JESUS MARIA (ASC),EMPRENDIMIENTOS SRL,2280.9955931973022,REGULAR COMUN
LA PAZ,LA PORTEÑA,EMPRENDIMIENTOS SRL,1831.928783956713,REGULAR COMUN
LA PORTEÑA,JESUS MARIA (ASC),EMPRENDIMIENTOS SRL,1831.928783956713,REGULAR COMUN
LAS VERTIENTES,ASCOCHINGA ,EMPRENDIMIENTOS SRL,2808.9574687336267,REGULAR COMUN
LAS VERTIENTES,JESUS MARIA (ASC),EMPRENDIMIENTOS SRL,5129.400595078797,REGULAR COMUN
LAS VERTIENTES,LA GRANJA,EMPRENDIMIENTOS SRL,1831.928783956713,REGULAR COMUN
LAS VERTIENTES,LA PAMPA,EMPRENDIMIENTOS SRL,3297.471811122083,REGULAR COMUN
LAS VERTIENTES,LA PAZ,EMPRENDIMIENTOS SRL,3297.471811122083,REGULAR COMUN
LAS VERTIENTES,LA PORTEÑA,EMPRENDIMIENTOS SRL,3991.650691656082,REGULAR COMUN
LAS VERTIENTES,VILLA ANI MI ,EMPRENDIMIENTOS SRL,1831.928783956713,REGULAR COMUN
RIO CEBALLOS,AGUA DE ORO,EMPRENDIMIENTOS SRL,3297.471811122083,REGULAR COMUN
RIO CEBALLOS,ASCOCHINGA ,EMPRENDIMIENTOS SRL,5251.529180675913,REGULAR COMUN
RIO CEBALLOS,EL MANZANO,EMPRENDIMIENTOS SRL,2808.9574687336267,REGULAR COMUN
RIO CEBALLOS,EL PUEBLITO,EMPRENDIMIENTOS SRL,1831.928783956713,REGULAR COMUN
RIO CEBALLOS,JESUS MARIA (ASC),EMPRENDIMIENTOS SRL,7816.22947821531,REGULAR COMUN
RIO CEBALLOS,LA GRANJA,EMPRENDIMIENTOS SRL,5129.400595078797,REGULAR COMUN
RIO CEBALLOS,LA PAMPA,EMPRENDIMIENTOS SRL,7083.457964632625,REGULAR COMUN
RIO CEBALLOS,LA PAZ,EMPRENDIMIENTOS SRL,7083.457964632625,REGULAR COMUN
RIO CEBALLOS,LA PORTEÑA,EMPRENDIMIENTOS SRL,7694.100892618196,REGULAR COMUN
RIO CEBALLOS,LAS VERTIENTES,EMPRENDIMIENTOS SRL,3991.650691656082,REGULAR COMUN
RIO CEBALLOS,SALSIPUEDES,EMPRENDIMIENTOS SRL,1831.928783956713,REGULAR COMUN
RIO CEBALLOS,SAN MIGUEL,EMPRENDIMIENTOS SRL,1831.928783956713,REGULAR COMUN
RIO CEBALLOS,VILLA ANI MI ,EMPRENDIMIENTOS SRL,4274.500495898998,REGULAR COMUN
SALSIPUEDES,AGUA DE ORO,EMPRENDIMIENTOS SRL,2280.9955931973022,REGULAR COMUN
SALSIPUEDES,ASCOCHINGA ,EMPRENDIMIENTOS SRL,4274.500495898998,REGULAR COMUN
SALSIPUEDES,EL MANZANO,EMPRENDIMIENTOS SRL,2280.9955931973022,REGULAR COMUN
SALSIPUEDES,EL PUEBLITO,EMPRENDIMIENTOS SRL,1831.928783956713,REGULAR COMUN
SALSIPUEDES,JESUS MARIA (ASC),EMPRENDIMIENTOS SRL,6717.072207841282,REGULAR COMUN
SALSIPUEDES,LA GRANJA,EMPRENDIMIENTOS SRL,3297.471811122083,REGULAR COMUN
SALSIPUEDES,LA PAMPA,EMPRENDIMIENTOS SRL,5129.400595078797,REGULAR COMUN
SALSIPUEDES,LA PAZ,EMPRENDIMIENTOS SRL,5129.400595078797,REGULAR COMUN
SALSIPUEDES,LA PORTEÑA,EMPRENDIMIENTOS SRL,5251.529180675913,REGULAR COMUN
SALSIPUEDES,LAS VERTIENTES,EMPRENDIMIENTOS SRL,2564.7002975393984,REGULAR COMUN
SALSIPUEDES,VILLA ANI MI ,EMPRENDIMIENTOS SRL,3297.471811122083,REGULAR COMUN
SAN MIGUEL,AGUA DE ORO,EMPRENDIMIENTOS SRL,2808.9574687336267,REGULAR COMUN
SAN MIGUEL,ASCOCHINGA ,EMPRENDIMIENTOS SRL,5129.400595078797,REGULAR COMUN
SAN MIGUEL,EL MANZANO,EMPRENDIMIENTOS SRL,2564.7002975393984,REGULAR COMUN
SAN MIGUEL,EL PUEBLITO,EMPRENDIMIENTOS SRL,1831.928783956713,REGULAR COMUN
SAN MIGUEL,JESUS MARIA (ASC),EMPRENDIMIENTOS SRL,7694.100892618196,REGULAR COMUN
SAN MIGUEL,LA GRANJA,EMPRENDIMIENTOS SRL,3991.650691656082,REGULAR COMUN
SAN MIGUEL,LA PAMPA,EMPRENDIMIENTOS SRL,6717.072207841282,REGULAR COMUN
SAN MIGUEL,LA PAZ,EMPRENDIMIENTOS SRL,6717.072207841282,REGULAR COMUN
SAN MIGUEL,LA PORTEÑA,EMPRENDIMIENTOS SRL,7083.457964632625,REGULAR COMUN
SAN MIGUEL,LAS VERTIENTES,EMPRENDIMIENTOS SRL,3297.471811122083,REGULAR COMUN
SAN MIGUEL,SALSIPUEDES,EMPRENDIMIENTOS SRL,1831.928783956713,REGULAR COMUN
SAN MIGUEL,VILLA ANI MI ,EMPRENDIMIENTOS SRL,3297.471811122083,REGULAR COMUN
VILLA ANI MI ,ASCOCHINGA ,EMPRENDIMIENTOS SRL,2280.9955931973022,REGULAR COMUN
VILLA ANI MI ,JESUS MARIA (ASC),EMPRENDIMIENTOS SRL,3297.471811122083,REGULAR COMUN
VILLA ANI MI ,LA GRANJA,EMPRENDIMIENTOS SRL,1831.928783956713,REGULAR COMUN
VILLA ANI MI ,LA PAMPA,EMPRENDIMIENTOS SRL,2993.738018742061,REGULAR COMUN
VILLA ANI MI ,LA PAZ,EMPRENDIMIENTOS SRL,2993.738018742061,REGULAR COMUN
VILLA ANI MI ,LA PORTEÑA,EMPRENDIMIENTOS SRL,2993.738018742061,REGULAR COMUN
CORDOBA,CABALANGO,EMPRENDIMIENTOS SRL,7083.457964632625,REG-DIFERENCIAL
VILLA CARLOS PAZ,CABALANGO,EMPRENDIMIENTOS SRL,2138.47153380547,REG-DIFERENCIAL
CORDOBA,CABALANGO,EMPRENDIMIENTOS SRL,5987.598166069719,REGULAR COMUN
CORDOBA,VILLA CARLOS PAZ,EMPRENDIMIENTOS SRL,4704.515245786436,REGULAR COMUN
VILLA CARLOS PAZ,CABALANGO,EMPRENDIMIENTOS SRL,1831.928783956713,REGULAR COMUN
CORDOBA,CUESTA BLANCA,EMPRENDIMIENTOS SRL,7128.034898375571,REGULAR COMUN
CORDOBA,ICHO CRUZ,EMPRENDIMIENTOS SRL,6415.292472830814,REGULAR COMUN
CORDOBA,MAYU SUMAJ,EMPRENDIMIENTOS SRL,5702.427918700457,REGULAR COMUN
CORDOBA,SAN ANTONIO,EMPRENDIMIENTOS SRL,5702.427918700457,REGULAR COMUN
CORDOBA,VILLA CARLOS PAZ,EMPRENDIMIENTOS SRL,4704.515245786436,REGULAR COMUN
CORDOBA,VILLA INDEPENDENCIA,EMPRENDIMIENTOS SRL,5129.400595078797,REGULAR COMUN
ICHO CRUZ,CUESTA BLANCA,EMPRENDIMIENTOS SRL,1831.928783956713,REGULAR COMUN
MAYU SUMAJ,CUESTA BLANCA,EMPRENDIMIENTOS SRL,1831.928783956713,REGULAR COMUN
MAYU SUMAJ,ICHO CRUZ,EMPRENDIMIENTOS SRL,1831.928783956713,REGULAR COMUN
SAN ANTONIO,CUESTA BLANCA  ,EMPRENDIMIENTOS SRL,1831.928783956713,REGULAR COMUN
SAN ANTONIO,ICHO CRUZ,EMPRENDIMIENTOS SRL,1831.928783956713,REGULAR COMUN
SAN ANTONIO,MAYU SUMAJ,EMPRENDIMIENTOS SRL,1831.928783956713,REGULAR COMUN
VILLA CARLOS PAZ,CUESTA BLANCA  ,EMPRENDIMIENTOS SRL,2564.7002975393984,REGULAR COMUN
VILLA CARLOS PAZ,ICHO CRUZ,EMPRENDIMIENTOS SRL,2564.7002975393984,REGULAR COMUN
VILLA CARLOS PAZ,MAYU SUMAJ,EMPRENDIMIENTOS SRL,1831.928783956713,REGULAR COMUN
VILLA CARLOS PAZ,SAN ANTONIO,EMPRENDIMIENTOS SRL,1831.928783956713,REGULAR COMUN
VILLA CARLOS PAZ,VILLA INDEPENDENCIA,EMPRENDIMIENTOS SRL,1831.928783956713,REGULAR COMUN
VILLA INDEPENDENCIA,CUESTA BLANCA  ,EMPRENDIMIENTOS SRL,1831.928783956713,REGULAR COMUN
VILLA INDEPENDENCIA,ICHO CRUZ,EMPRENDIMIENTOS SRL,1831.928783956713,REGULAR COMUN
VILLA INDEPENDENCIA,MAYU SUMAJ,EMPRENDIMIENTOS SRL,1831.928783956713,REGULAR COMUN
VILLA INDEPENDENCIA,SAN ANTONIO,EMPRENDIMIENTOS SRL,1831.928783956713,REGULAR COMUN
ALMACEN SANCHEZ,DIEGO DE ROJAS,EMPRENDIMIENTOS SRL,5984.300694258597,REGULAR COMUN
ALMACEN SANCHEZ,LA POSTA,EMPRENDIMIENTOS SRL,12457.115730905649,REGULAR COMUN
ALMACEN SANCHEZ,LA PUERTA,EMPRENDIMIENTOS SRL,8125.947571289593,REGULAR COMUN
ALMACEN SANCHEZ,OBISPO TREJO,EMPRENDIMIENTOS SRL,10991.57270374028,REGULAR COMUN
ALMACEN SANCHEZ,PLAZA MERCEDES,EMPRENDIMIENTOS SRL,6228.557865452824,REGULAR COMUN
ALMACEN SANCHEZ,SANTA ROSA DE RIO PRIMERO,EMPRENDIMIENTOS SRL,3297.471811122083,REGULAR COMUN
CORDOBA,ALMACEN SANCHEZ,EMPRENDIMIENTOS SRL,8125.947571289593,REGULAR COMUN
CORDOBA,DIEGO DE ROJAS,EMPRENDIMIENTOS SRL,12823.501487696987,REGULAR COMUN
CORDOBA,KM 691,EMPRENDIMIENTOS SRL,5129.400595078797,REGULAR COMUN
CORDOBA,KM 711,EMPRENDIMIENTOS SRL,2138.47153380547,REGULAR COMUN
CORDOBA,LA POSTA,EMPRENDIMIENTOS SRL,17586.516325984445,REGULAR COMUN
CORDOBA,LA PUERTA,EMPRENDIMIENTOS SRL,14289.044514862364,REGULAR COMUN
CORDOBA,MONTE CRISTO,EMPRENDIMIENTOS SRL,3663.857567913426,REGULAR COMUN
CORDOBA,OBISPO TREJO,EMPRENDIMIENTOS SRL,16243.10188441619,REGULAR COMUN
CORDOBA,PIQUILLIN  ,EMPRENDIMIENTOS SRL,5251.529180675913,REGULAR COMUN
CORDOBA,PLAZA MERCEDES,EMPRENDIMIENTOS SRL,13556.273001279678,REGULAR COMUN
CORDOBA,RIO PRIMERO,EMPRENDIMIENTOS SRL,7083.457964632625,REGULAR COMUN
CORDOBA,SANTA ROSA DE RIO PRIMERO,EMPRENDIMIENTOS SRL,9281.77250538068,REGULAR COMUN
